Date,Open,High,Low,Close,Adj Close,Volume
2019-01-25,295.799988,299.649994,295.799988,298.959991,285.718933,900
2019-01-28,296.299988,296.459991,294.100006,294.100006,281.074188,400
2019-01-29,298.049988,318.709991,295.000000,296.000000,282.890076,400
2019-01-30,317.500000,320.640015,315.200012,319.880005,305.712433,2400
2019-01-31,316.299988,321.000000,316.299988,321.000000,306.782806,600
2019-02-01,325.850006,327.649994,323.850006,325.899994,311.465820,300
2019-02-04,322.700012,324.820007,320.649994,324.820007,310.433624,900
2019-02-05,329.000000,333.209991,329.000000,331.140015,316.473724,200
2019-02-06,327.480011,328.350006,325.630005,327.609985,313.100098,300
2019-02-07,323.899994,323.899994,320.390015,323.010010,308.703796,900
2019-02-08,319.799988,323.429993,319.799988,323.429993,309.105225,300
2019-02-11,324.940002,327.010010,323.739990,324.000000,309.649933,700
2019-02-12,332.899994,334.959991,332.149994,334.329987,319.522430,400
2019-02-13,335.950012,335.950012,330.940002,334.000000,319.207092,5700
2019-02-14,332.299988,332.299988,328.290009,330.829987,316.177460,400
2019-02-15,334.940002,334.940002,333.700012,333.700012,318.920349,100
2019-02-19,333.929993,339.079987,333.200012,338.500000,323.507721,400
2019-02-20,337.399994,338.500000,335.420013,335.420013,320.564178,400
2019-02-21,336.200012,337.899994,335.000000,335.000000,320.162750,100
2019-02-22,337.250000,340.500000,337.250000,338.390015,323.402618,600
2019-02-25,344.700012,345.899994,342.450012,342.500000,327.330597,100
2019-02-26,343.049988,347.459991,343.049988,346.959991,331.593048,1900
2019-02-27,345.049988,345.049988,342.750000,344.769989,329.500061,100
2019-02-28,343.809998,345.000000,343.559998,343.559998,328.343628,200
2019-03-01,348.980011,349.730011,346.910004,349.730011,334.240387,900
2019-03-04,352.799988,352.799988,346.820007,349.350006,333.877197,300
2019-03-05,349.000000,350.399994,348.049988,348.089996,332.673004,300
2019-03-06,347.000000,347.299988,345.149994,345.149994,329.863251,100
2019-03-07,344.200012,344.880005,341.200012,341.200012,326.088165,500
2019-03-08,341.399994,345.600006,341.399994,345.600006,330.293274,100
2019-03-11,343.049988,345.350006,341.290009,345.350006,330.054352,400
2019-03-12,347.049988,349.959991,345.299988,349.100006,333.638306,100
2019-03-13,350.799988,353.510010,350.250000,350.250000,334.737305,1800
2019-03-14,355.510010,357.429993,354.369995,356.619995,340.825165,100
2019-03-15,360.350006,362.149994,359.899994,361.000000,345.011230,400
2019-03-18,359.399994,361.250000,357.869995,360.869995,344.886932,100
2019-03-19,363.299988,364.660004,361.690002,363.950012,347.830536,100
2019-03-20,364.000000,368.000000,360.649994,360.649994,344.676758,900
2019-03-21,361.500000,362.899994,361.000000,362.899994,346.827026,100
2019-03-22,356.549988,356.549988,352.649994,355.049988,339.324707,1000
2019-03-25,357.799988,360.450012,356.299988,357.450012,341.618469,1000
2019-03-26,363.899994,364.200012,362.700012,364.100006,347.973907,1000
2019-03-27,364.100006,365.839996,361.540009,363.890015,347.773193,200
2019-03-28,366.200012,366.250000,363.040009,366.190002,349.971344,200
2019-03-29,367.489990,369.799988,366.700012,368.750000,352.417938,100
2019-04-01,373.950012,375.000000,370.600006,375.000000,358.391144,900
2019-04-02,373.950012,375.950012,371.450012,371.489990,355.036591,400
